"Notes"	"County"	"County Code"	"Gender"	"Gender Code"	"Ethnicity"	"Ethnicity Code"	"Race"	"Race Code"	Population
	"Monterey County, CA"	"06053"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	66639
	"Monterey County, CA"	"06053"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	5711
	"Monterey County, CA"	"06053"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3119
	"Monterey County, CA"	"06053"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2467
	"Monterey County, CA"	"06053"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	121591
	"Monterey County, CA"	"06053"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	923
	"Monterey County, CA"	"06053"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	13500
	"Monterey County, CA"	"06053"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	7977
	"Monterey County, CA"	"06053"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	65841
	"Napa County, CA"	"06055"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	718
	"Napa County, CA"	"06055"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	501
	"Napa County, CA"	"06055"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	355
	"Napa County, CA"	"06055"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	21654
	"Napa County, CA"	"06055"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	354
	"Napa County, CA"	"06055"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	6885
	"Napa County, CA"	"06055"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1549
	"Napa County, CA"	"06055"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	37193
	"Napa County, CA"	"06055"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	744
	"Napa County, CA"	"06055"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	491
	"Napa County, CA"	"06055"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	352
	"Napa County, CA"	"06055"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	22845
	"Napa County, CA"	"06055"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	354
	"Napa County, CA"	"06055"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	6092
	"Napa County, CA"	"06055"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1889
	"Napa County, CA"	"06055"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	35768
	"Nevada County, CA"	"06057"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	294
	"Nevada County, CA"	"06057"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	70
	"Nevada County, CA"	"06057"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	97
	"Nevada County, CA"	"06057"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	4218
	"Nevada County, CA"	"06057"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	565
	"Nevada County, CA"	"06057"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	1035
	"Nevada County, CA"	"06057"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	415
	"Nevada County, CA"	"06057"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	44058
	"Nevada County, CA"	"06057"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	305
	"Nevada County, CA"	"06057"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	86
	"Nevada County, CA"	"06057"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	100
	"Nevada County, CA"	"06057"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	4562
	"Nevada County, CA"	"06057"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	508
	"Nevada County, CA"	"06057"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	769
	"Nevada County, CA"	"06057"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	504
	"Nevada County, CA"	"06057"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	42169
	"Orange County, CA"	"06059"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	14877
	"Orange County, CA"	"06059"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	12289
	"Orange County, CA"	"06059"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	8964
	"Orange County, CA"	"06059"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	503860
	"Orange County, CA"	"06059"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	4425
	"Orange County, CA"	"06059"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	372670
	"Orange County, CA"	"06059"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	29984
	"Orange County, CA"	"06059"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	661798
	"Orange County, CA"	"06059"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	15500
	"Orange County, CA"	"06059"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	12075
	"Orange County, CA"	"06059"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	8890
	"Orange County, CA"	"06059"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	504636
	"Orange County, CA"	"06059"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	4307
	"Orange County, CA"	"06059"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	335814
	"Orange County, CA"	"06059"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	32564
	"Orange County, CA"	"06059"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	653039
	"Placer County, CA"	"06061"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1313
	"Placer County, CA"	"06061"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	1111
	"Placer County, CA"	"06061"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	644
	"Placer County, CA"	"06061"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	25769
	"Placer County, CA"	"06061"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1433
	"Placer County, CA"	"06061"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	19474
	"Placer County, CA"	"06061"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	4146
	"Placer County, CA"	"06061"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	149951
	"Placer County, CA"	"06061"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1327
	"Placer County, CA"	"06061"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	1086
	"Placer County, CA"	"06061"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	708
	"Placer County, CA"	"06061"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	25423
	"Placer County, CA"	"06061"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1354
	"Placer County, CA"	"06061"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	17155
	"Placer County, CA"	"06061"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	4755
	"Placer County, CA"	"06061"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	142680
	"Plumas County, CA"	"06063"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	116
	"Plumas County, CA"	"06063"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	20
	"Plumas County, CA"	"06063"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	21
	"Plumas County, CA"	"06063"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	715
	"Plumas County, CA"	"06063"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	265
	"Plumas County, CA"	"06063"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	123
	"Plumas County, CA"	"06063"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	138
	"Plumas County, CA"	"06063"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	8052
	"Plumas County, CA"	"06063"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	107
	"Plumas County, CA"	"06063"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	7
	"Plumas County, CA"	"06063"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	26
	"Plumas County, CA"	"06063"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	738
	"Plumas County, CA"	"06063"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	232
	"Plumas County, CA"	"06063"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	113
	"Plumas County, CA"	"06063"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	192
	"Plumas County, CA"	"06063"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	7942
	"Riverside County, CA"	"06065"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	20860
	"Riverside County, CA"	"06065"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	11630
	"Riverside County, CA"	"06065"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	16199
	"Riverside County, CA"	"06065"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	565508
	"Riverside County, CA"	"06065"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	7336
	"Riverside County, CA"	"06065"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	95793
	"Riverside County, CA"	"06065"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	83702
	"Riverside County, CA"	"06065"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	437506
	"Riverside County, CA"	"06065"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	21050
	"Riverside County, CA"	"06065"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	11231
	"Riverside County, CA"	"06065"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	15372
	"Riverside County, CA"	"06065"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	574182
	"Riverside County, CA"	"06065"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	7050
	"Riverside County, CA"	"06065"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	84593
	"Riverside County, CA"	"06065"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	84759
	"Riverside County, CA"	"06065"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	433775
	"Sacramento County, CA"	"06067"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	10318
	"Sacramento County, CA"	"06067"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	9102
	"Sacramento County, CA"	"06067"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	11872
	"Sacramento County, CA"	"06067"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	151675
	"Sacramento County, CA"	"06067"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	5574
	"Sacramento County, CA"	"06067"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	150683
	"Sacramento County, CA"	"06067"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	88861
	"Sacramento County, CA"	"06067"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	365076
	"Sacramento County, CA"	"06067"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	10194
	"Sacramento County, CA"	"06067"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	8789
	"Sacramento County, CA"	"06067"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	11128
	"Sacramento County, CA"	"06067"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	153686
	"Sacramento County, CA"	"06067"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	4985
	"Sacramento County, CA"	"06067"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	138244
	"Sacramento County, CA"	"06067"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	85605
	"Sacramento County, CA"	"06067"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	346266
	"San Benito County, CA"	"06069"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	989
	"San Benito County, CA"	"06069"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	381
	"San Benito County, CA"	"06069"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	268
	"San Benito County, CA"	"06069"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	17396
	"San Benito County, CA"	"06069"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	170
	"San Benito County, CA"	"06069"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	1193
	"San Benito County, CA"	"06069"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	386
	"San Benito County, CA"	"06069"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	10577
	"San Benito County, CA"	"06069"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1006
	"San Benito County, CA"	"06069"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	401
	"San Benito County, CA"	"06069"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	313
	"San Benito County, CA"	"06069"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	17460
	"San Benito County, CA"	"06069"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	141
	"San Benito County, CA"	"06069"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	1014
	"San Benito County, CA"	"06069"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	464
	"San Benito County, CA"	"06069"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	10649
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	21533
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	10670
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	17159
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	542377
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	5509
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	91791
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	97570
	"San Bernardino County, CA"	"06071"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	307869
	"San Bernardino County, CA"	"06071"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	22162
	"San Bernardino County, CA"	"06071"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	10359
	"San Bernardino County, CA"	"06071"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	16614
	"San Bernardino County, CA"	"06071"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	545934
	"San Bernardino County, CA"	"06071"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	5234
	"San Bernardino County, CA"	"06071"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	83188
	"San Bernardino County, CA"	"06071"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	92778
	"San Bernardino County, CA"	"06071"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	309338
	"San Diego County, CA"	"06073"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	17420
	"San Diego County, CA"	"06073"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	17387
	"San Diego County, CA"	"06073"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	16923
	"San Diego County, CA"	"06073"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	521464
	"San Diego County, CA"	"06073"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	8417
	"San Diego County, CA"	"06073"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	233703
	"San Diego County, CA"	"06073"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	82234
	"San Diego County, CA"	"06073"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	760765
	"San Diego County, CA"	"06073"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	17929
	"San Diego County, CA"	"06073"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	16852
	"San Diego County, CA"	"06073"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	16828
	"San Diego County, CA"	"06073"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	515230
	"San Diego County, CA"	"06073"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	8981
	"San Diego County, CA"	"06073"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	208978
	"San Diego County, CA"	"06073"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	97159
	"San Diego County, CA"	"06073"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	798060
	"San Francisco County, CA"	"06075"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	2585
	"San Francisco County, CA"	"06075"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3812
	"San Francisco County, CA"	"06075"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	2782
	"San Francisco County, CA"	"06075"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	54942
	"San Francisco County, CA"	"06075"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1090
	"San Francisco County, CA"	"06075"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	174065
	"San Francisco County, CA"	"06075"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	23668
	"San Francisco County, CA"	"06075"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	169384
	"San Francisco County, CA"	"06075"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	3194
	"San Francisco County, CA"	"06075"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	3997
	"San Francisco County, CA"	"06075"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	3110
	"San Francisco County, CA"	"06075"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	59887
	"San Francisco County, CA"	"06075"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	1309
	"San Francisco County, CA"	"06075"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	151731
	"San Francisco County, CA"	"06075"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	25828
	"San Francisco County, CA"	"06075"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	200165
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	6908
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	7958
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	5844
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	136729
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	2205
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	68050
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	30312
	"San Joaquin County, CA"	"06077"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	123949
	"San Joaquin County, CA"	"06077"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	7228
	"San Joaquin County, CA"	"06077"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	7869
	"San Joaquin County, CA"	"06077"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	5742
	"San Joaquin County, CA"	"06077"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	142056
	"San Joaquin County, CA"	"06077"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	2106
	"San Joaquin County, CA"	"06077"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	64361
	"San Joaquin County, CA"	"06077"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	30216
	"San Joaquin County, CA"	"06077"	"Male"	"M"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	120615
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1532
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Asian or Pacific Islander"	"A-PI"	755
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"Black or African American"	"2054-5"	550
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"Hispanic or Latino"	"2135-2"	"White"	"2106-3"	28169
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"American Indian or Alaska Native"	"1002-5"	862
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Asian or Pacific Islander"	"A-PI"	6151
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"Black or African American"	"2054-5"	1745
	"San Luis Obispo County, CA"	"06079"	"Female"	"F"	"Not Hispanic or Latino"	"2186-5"	"White"	"2106-3"	99970
	"San Luis Obispo County, CA"	"06079"	"Male"	"M"	"Hispanic or Latino"	"2135-2"	"American Indian or Alaska Native"	"1002-5"	1581
